,id,cold_sensitivity,user_style,item_type,item_subtype,item_style,item_color,item_warmth,is_waterproof,is_windproof,weather_coldness,is_rain,is_snow,is_windy,liked
898,898,low,casual,top,hoodie,outdoor,khaki,2,0,0,2,0,0,0,1
899,899,low,party,top,tshirt,casual,multicolor,1,0,0,4,0,1,1,0
900,900,high,casual,top,longsleeve,sport,purple,1,0,0,2,0,0,1,1
901,901,low,party,top,bodysuit,casual,brown,1,0,0,1,0,0,0,1
902,902,high,casual,top,shirt,party,purple,1,0,0,4,0,0,1,0
903,903,medium,official,top,hoodie,sport,yellow,2,0,0,1,0,0,0,0
904,904,medium,official,bottom,sweatpants,outdoor,khaki,3,0,0,1,1,0,1,0
905,905,high,street,top,tank_top,sport,orange,1,0,0,1,0,0,0,1
906,906,medium,street,top,turtleneck,casual,khaki,2,0,0,1,0,0,0,1
907,907,high,party,bottom,trousers,party,orange,2,0,0,2,0,0,0,1
908,908,high,official,outerwear,jacket,street,pink,3,1,1,3,0,1,1,1
909,909,low,casual,bottom,trousers,official,brown,1,0,0,2,1,0,0,1
910,910,medium,sport,outerwear,biker_jacket,street,white,2,0,1,2,0,0,0,1
911,911,medium,sport,bottom,skirt,party,khaki,1,0,0,4,0,0,1,0
912,912,low,official,bottom,sweatpants,sport,purple,2,0,0,1,0,0,1,0
913,913,high,outdoor,bottom,sweatpants,street,orange,3,0,0,1,1,0,0,0
914,914,low,official,bottom,trousers,party,red,2,0,0,3,0,1,0,0
915,915,high,outdoor,bottom,jeans,street,grey,2,0,0,1,1,0,0,0
916,916,high,street,outerwear,coat,official,khaki,3,0,1,2,0,0,0,1
917,917,low,outdoor,bottom,joggers,street,khaki,2,0,0,1,1,0,1,0
918,918,high,street,top,bodysuit,party,pink,1,0,0,2,0,0,1,1
919,919,low,official,top,turtleneck,casual,white,2,0,0,3,1,0,0,1
920,920,low,sport,bottom,skirt,official,beige,2,0,0,4,0,1,1,0
921,921,medium,casual,top,cardigan,official,navy,2,0,0,4,0,0,1,0
922,922,medium,casual,outerwear,fur_coat,official,blue,3,0,1,4,0,0,0,1
923,923,low,casual,top,bodysuit,casual,red,1,0,0,2,0,0,1,1
924,924,low,sport,top,longsleeve,sport,purple,2,0,0,1,0,0,0,1
925,925,medium,casual,top,jumpsuit,street,multicolor,1,0,0,2,0,0,1,1
926,926,low,outdoor,top,jumpsuit,street,multicolor,2,0,0,3,0,0,0,1
927,927,medium,outdoor,top,dress,casual,blue,1,0,0,4,0,1,0,0
928,928,high,party,bottom,skirt,casual,blue,2,0,0,4,0,0,0,0
929,929,high,street,bottom,shorts,casual,white,1,0,0,4,0,1,1,0
930,930,medium,sport,outerwear,jacket,casual,khaki,2,1,1,1,0,0,0,0
931,931,medium,outdoor,outerwear,fur_coat,party,green,3,0,1,2,0,0,0,1
932,932,high,street,top,hoodie,sport,black,2,0,0,3,0,1,1,0
933,933,low,party,bottom,sweatpants,sport,white,2,0,0,2,1,0,0,0
934,934,low,official,bottom,jeans,casual,red,2,0,0,1,0,0,1,1
935,935,low,party,top,longsleeve,sport,white,1,0,0,4,1,0,0,0
936,936,high,outdoor,bottom,jeans,casual,red,2,0,0,2,1,0,0,0
937,937,high,official,outerwear,biker_jacket,party,red,2,0,0,4,0,1,0,0
938,938,medium,party,bottom,trousers,casual,grey,1,0,0,4,0,1,1,0
939,939,medium,sport,top,dress,party,khaki,2,0,0,1,0,0,1,0
940,940,high,sport,top,turtleneck,official,green,2,0,0,2,1,0,1,0
941,941,high,street,bottom,trousers,party,red,2,0,0,1,0,0,0,1
942,942,high,official,bottom,skirt,party,orange,2,0,0,1,1,0,1,0
943,943,low,outdoor,outerwear,biker_jacket,casual,pink,2,0,0,2,0,0,0,0
944,944,high,casual,top,blazer,official,khaki,1,0,0,2,1,0,0,0
945,945,low,casual,bottom,jeans,street,red,2,0,0,2,1,0,0,1
946,946,low,street,bottom,trousers,casual,black,1,0,0,3,0,0,0,0
947,947,medium,sport,top,shirt,party,red,1,0,0,3,0,0,0,0
948,948,low,casual,bottom,trousers,official,khaki,2,0,0,3,0,1,0,1
949,949,low,party,bottom,shorts,outdoor,white,1,0,0,2,0,0,0,0
950,950,low,party,outerwear,coat,casual,white,3,0,0,3,0,1,1,0
951,951,low,sport,top,turtleneck,casual,purple,2,0,0,1,1,0,0,0
952,952,low,outdoor,bottom,trousers,party,brown,1,0,0,4,0,1,1,0
953,953,low,party,top,jumpsuit,casual,brown,1,0,0,1,0,0,1,1
954,954,low,sport,top,turtleneck,casual,white,2,0,0,1,1,0,0,0
955,955,low,casual,top,dress,casual,grey,1,0,0,3,0,1,1,0
956,956,high,sport,top,turtleneck,casual,grey,2,0,0,1,0,0,0,1
957,957,medium,street,bottom,trousers,casual,green,1,0,0,4,0,1,0,0
958,958,high,casual,top,turtleneck,casual,grey,2,0,0,4,0,0,1,0
959,959,medium,sport,bottom,shorts,outdoor,brown,1,0,0,4,0,0,1,0
960,960,medium,casual,top,turtleneck,official,white,2,0,0,2,0,0,0,1
961,961,low,party,top,hoodie,street,orange,2,0,0,2,0,0,1,1
962,962,high,party,top,cardigan,casual,brown,2,0,0,2,0,0,1,1
963,963,low,sport,outerwear,coat,official,white,4,1,0,3,0,0,1,0
964,964,low,sport,top,zip_hoodie,sport,khaki,3,0,0,4,1,0,1,1
965,965,low,sport,outerwear,jeans_jacket,street,white,2,0,0,3,1,0,0,0
966,966,low,sport,outerwear,bomber,party,multicolor,3,0,1,3,0,0,0,1
967,967,low,official,outerwear,jacket,casual,white,2,0,1,4,0,0,0,0
968,968,medium,street,bottom,trousers,official,black,2,0,0,4,1,0,0,0
969,969,low,official,bottom,trousers,party,white,2,0,0,4,1,0,0,0
970,970,low,official,bottom,shorts,casual,green,1,0,0,4,0,0,1,0
971,971,high,casual,outerwear,windbreaker,sport,navy,1,1,1,2,0,0,0,1
972,972,medium,casual,bottom,joggers,street,blue,2,0,0,3,0,0,0,1
973,973,high,party,bottom,joggers,street,blue,2,0,0,2,0,0,0,1
974,974,high,party,bottom,shorts,sport,orange,1,0,0,2,0,0,0,0
975,975,low,sport,top,longsleeve,casual,black,2,0,0,4,0,0,1,0
976,976,low,sport,outerwear,biker_jacket,street,brown,2,0,1,2,0,0,0,1
977,977,low,outdoor,outerwear,trench,casual,khaki,2,1,0,2,0,0,0,1
978,978,low,party,top,blazer,official,black,1,0,0,4,1,0,0,0
979,979,medium,sport,top,tank_top,sport,green,1,0,0,3,0,0,1,0
980,980,high,party,top,tshirt,casual,beige,1,0,0,3,0,0,0,0
981,981,high,casual,bottom,jeans,street,orange,2,0,0,3,1,0,0,0
982,982,high,sport,bottom,jeans,casual,brown,2,0,0,4,0,0,0,0
983,983,high,casual,top,longsleeve,street,blue,2,0,0,2,0,0,1,1
984,984,medium,street,top,zip_hoodie,casual,pink,3,0,0,1,1,0,0,0
985,985,high,outdoor,top,longsleeve,sport,yellow,2,0,0,3,0,0,0,1
986,986,high,outdoor,top,zip_hoodie,sport,green,3,0,0,1,0,0,1,0
987,987,low,outdoor,top,zip_hoodie,casual,brown,2,0,0,1,0,0,0,0
988,988,medium,party,bottom,jeans,street,orange,2,0,0,2,1,0,0,1
989,989,medium,official,bottom,sweatpants,outdoor,beige,2,0,0,2,0,0,0,1
990,990,medium,casual,top,turtleneck,official,black,2,0,0,1,0,0,0,1
991,991,low,street,bottom,joggers,sport,beige,2,0,0,3,1,0,1,0
992,992,low,street,top,cardigan,official,grey,1,0,0,1,1,0,1,0
993,993,medium,outdoor,outerwear,sheepskin_coat,casual,white,3,0,1,2,0,0,0,0
994,994,medium,outdoor,top,turtleneck,official,khaki,2,0,0,1,1,0,0,0
995,995,medium,party,bottom,sweatpants,street,navy,2,0,0,2,0,0,0,1
996,996,medium,outdoor,bottom,jeans,party,pink,2,0,0,4,1,0,1,0
997,997,medium,party,top,tank_top,casual,navy,1,0,0,2,0,0,0,1
998,998,medium,outdoor,bottom,skirt,party,white,1,0,0,4,0,1,0,0
999,999,medium,outdoor,top,tank_top,party,red,1,0,0,4,0,0,1,0
1000,1000,medium,official,bottom,skirt,official,navy,1,0,0,1,0,0,0,1
1001,1001,low,official,bottom,sweatpants,sport,multicolor,3,0,0,3,0,0,1,0
1002,1002,high,casual,bottom,sweatpants,outdoor,red,2,0,0,4,0,1,0,0
1003,1003,medium,casual,outerwear,trench,casual,pink,1,1,0,2,0,0,1,1
1004,1004,high,official,bottom,jeans,street,white,2,0,0,3,0,1,0,0
1005,1005,high,outdoor,top,longsleeve,street,green,2,0,0,4,1,0,0,0
1006,1006,high,outdoor,outerwear,fur_coat,official,brown,4,0,0,2,1,0,1,0
1007,1007,medium,sport,bottom,sweatpants,street,orange,2,0,0,1,1,0,0,1
1008,1008,medium,outdoor,top,turtleneck,casual,white,2,0,0,3,1,0,1,0
1009,1009,medium,outdoor,bottom,joggers,sport,white,2,0,0,4,0,0,0,0
1010,1010,low,street,outerwear,fur_coat,official,khaki,3,0,1,2,0,0,0,0
1011,1011,low,outdoor,top,blazer,party,navy,1,0,0,1,0,0,0,1
1012,1012,medium,street,bottom,shorts,casual,brown,1,0,0,4,0,0,1,0
1013,1013,high,casual,top,hoodie,outdoor,khaki,3,0,0,2,0,0,1,1
1014,1014,medium,party,top,longsleeve,street,blue,2,0,0,4,0,0,0,0
1015,1015,low,party,outerwear,jeans_jacket,casual,grey,2,0,1,4,0,0,1,0
1016,1016,medium,outdoor,bottom,joggers,casual,grey,2,0,0,1,0,0,0,0
1017,1017,medium,outdoor,outerwear,fur_coat,official,beige,3,0,0,2,0,0,0,1
1018,1018,high,official,top,cardigan,casual,black,2,0,0,2,1,0,1,1
1019,1019,low,outdoor,bottom,joggers,casual,beige,2,0,0,3,1,0,0,0
1020,1020,low,official,bottom,sweatpants,sport,green,3,0,0,3,0,0,0,0
1021,1021,medium,casual,bottom,jeans,street,beige,2,0,0,3,0,0,0,1
1022,1022,medium,sport,top,jumpsuit,street,multicolor,2,0,0,4,0,1,0,0
1023,1023,low,outdoor,bottom,sweatpants,sport,orange,3,0,0,4,0,0,1,1
1024,1024,medium,party,bottom,sweatpants,outdoor,green,2,0,0,1,1,0,1,0
1025,1025,high,sport,outerwear,fur_coat,official,white,3,0,0,4,1,0,1,0
1026,1026,low,street,outerwear,jeans_jacket,street,white,2,0,0,4,1,0,1,0
1027,1027,high,casual,top,turtleneck,casual,white,2,0,0,3,1,0,0,1
1028,1028,low,sport,outerwear,coat,official,black,4,0,1,2,0,0,1,0
1029,1029,low,outdoor,bottom,skirt,party,multicolor,2,0,0,3,0,0,0,0
1030,1030,high,casual,bottom,sweatpants,outdoor,multicolor,3,0,0,3,0,0,0,0
1031,1031,low,sport,outerwear,trench,official,white,1,1,1,3,0,1,0,0
1032,1032,low,casual,bottom,trousers,casual,red,2,0,0,2,0,0,1,1
1033,1033,high,sport,bottom,joggers,casual,yellow,2,0,0,4,1,0,0,0
1034,1034,medium,party,outerwear,jeans_jacket,casual,blue,2,0,0,3,0,0,1,1
1035,1035,low,outdoor,bottom,joggers,sport,brown,2,0,0,1,0,0,1,1
1036,1036,high,outdoor,top,longsleeve,casual,purple,2,0,0,1,0,0,1,0
1037,1037,low,casual,outerwear,bomber,casual,beige,2,0,1,3,0,0,0,1
1038,1038,high,casual,bottom,skirt,official,pink,1,0,0,3,1,0,0,0
1039,1039,medium,casual,top,jumpsuit,street,blue,1,0,0,2,1,0,0,1
1040,1040,high,sport,top,turtleneck,casual,black,2,0,0,4,0,1,0,0
1041,1041,medium,casual,bottom,shorts,outdoor,orange,1,0,0,3,0,0,0,0
1042,1042,high,party,top,tshirt,street,multicolor,1,0,0,3,0,1,1,0
1043,1043,low,casual,bottom,skirt,official,khaki,2,0,0,3,0,0,0,1
1044,1044,low,party,outerwear,fur_coat,party,khaki,3,0,1,4,0,0,1,1
1045,1045,medium,street,top,tshirt,party,pink,1,0,0,2,0,0,1,1
1046,1046,low,casual,top,longsleeve,casual,white,2,0,0,3,0,1,1,1
1047,1047,low,party,top,hoodie,street,khaki,3,0,0,1,0,0,0,0
1048,1048,medium,party,bottom,skirt,party,blue,1,0,0,4,0,0,1,0
1049,1049,low,casual,bottom,joggers,street,multicolor,2,0,0,3,0,0,1,1
1050,1050,medium,party,bottom,shorts,street,purple,1,0,0,2,0,0,0,1
1051,1051,low,party,bottom,shorts,casual,yellow,1,0,0,1,1,0,0,1
1052,1052,low,official,bottom,trousers,official,navy,2,0,0,1,1,0,0,1
1053,1053,medium,sport,outerwear,jacket,street,black,2,1,1,4,0,0,1,0
1054,1054,low,street,bottom,shorts,street,multicolor,1,0,0,2,0,0,1,1
1055,1055,low,sport,bottom,trousers,official,grey,1,0,0,2,0,0,1,0
1056,1056,medium,official,top,cardigan,official,black,1,0,0,4,0,1,0,0
1057,1057,medium,official,top,longsleeve,street,grey,1,0,0,3,0,0,0,0
1058,1058,low,street,bottom,skirt,official,brown,1,0,0,1,0,0,0,1
1059,1059,high,party,bottom,jeans,casual,pink,2,0,0,2,0,0,0,1
1060,1060,low,official,bottom,jeans,casual,purple,2,0,0,2,0,0,0,1
1061,1061,high,outdoor,bottom,joggers,street,pink,2,0,0,3,1,0,0,0
1062,1062,medium,casual,top,dress,casual,white,1,0,0,2,1,0,1,1
1063,1063,medium,sport,bottom,sweatpants,sport,green,3,0,0,2,0,0,0,1
1064,1064,low,casual,top,hoodie,sport,khaki,2,0,0,2,0,0,0,1
1065,1065,medium,street,top,turtleneck,casual,white,2,0,0,3,0,0,0,1
1066,1066,low,party,bottom,sweatpants,street,purple,3,0,0,4,0,1,0,1
1067,1067,medium,sport,bottom,joggers,sport,green,2,0,0,3,0,0,0,1
1068,1068,low,street,bottom,joggers,casual,black,2,0,0,4,0,0,0,0
1069,1069,medium,outdoor,bottom,skirt,party,blue,2,0,0,2,0,0,0,0
1070,1070,low,casual,bottom,sweatpants,street,grey,3,0,0,2,1,0,1,0
1071,1071,high,party,bottom,jeans,street,multicolor,2,0,0,4,1,0,0,0
1072,1072,medium,street,outerwear,jeans_jacket,street,black,2,0,0,3,0,0,0,1
1073,1073,high,street,top,blazer,party,orange,1,0,0,3,0,1,0,0
1074,1074,low,street,top,tshirt,street,red,1,0,0,1,0,0,1,1
1075,1075,low,party,top,blazer,party,navy,1,0,0,3,0,0,1,0
1076,1076,high,official,top,longsleeve,street,beige,2,0,0,4,0,0,0,0
1077,1077,high,casual,bottom,shorts,casual,navy,1,0,0,3,0,0,0,0
1078,1078,medium,sport,bottom,trousers,casual,white,2,0,0,3,1,0,0,0
1079,1079,medium,official,bottom,skirt,official,brown,2,0,0,1,1,0,1,1
1080,1080,low,sport,bottom,jeans,street,black,2,0,0,1,0,0,0,1
1081,1081,high,outdoor,outerwear,coat,casual,grey,3,1,1,1,0,0,0,0
1082,1082,medium,street,top,shirt,party,grey,1,0,0,1,0,0,1,1
1083,1083,high,casual,bottom,jeans,street,beige,2,0,0,4,1,0,0,0
1084,1084,high,official,bottom,joggers,casual,khaki,2,0,0,3,0,0,0,1
1085,1085,low,casual,top,bodysuit,party,beige,1,0,0,2,0,0,1,1
1086,1086,low,street,bottom,jeans,street,purple,2,0,0,2,0,0,0,1
1087,1087,high,outdoor,bottom,joggers,street,white,2,0,0,4,0,1,0,0
1088,1088,high,sport,bottom,jeans,street,purple,2,0,0,4,0,1,1,0
1089,1089,medium,official,top,jumpsuit,party,yellow,1,0,0,4,0,1,0,0
1090,1090,high,sport,top,longsleeve,street,grey,2,0,0,3,0,1,0,0
1091,1091,medium,party,bottom,shorts,outdoor,purple,1,0,0,1,0,0,0,1
1092,1092,low,street,top,jumpsuit,street,brown,1,0,0,1,0,0,1,1
1093,1093,high,outdoor,outerwear,bomber,casual,grey,2,0,0,2,0,0,0,0
1094,1094,high,sport,bottom,trousers,official,navy,1,0,0,2,0,0,1,0
1095,1095,high,street,bottom,jeans,casual,white,2,0,0,4,1,0,0,0
1096,1096,low,outdoor,top,dress,official,beige,1,0,0,4,0,1,0,0
1097,1097,medium,casual,top,cardigan,official,blue,1,0,0,2,0,0,0,1
1098,1098,medium,official,bottom,sweatpants,outdoor,black,3,0,0,2,0,0,0,1
1099,1099,high,official,top,bodysuit,casual,navy,1,0,0,4,0,0,0,0
1100,1100,medium,official,top,longsleeve,street,white,2,0,0,2,1,0,0,0
1101,1101,high,sport,bottom,jeans,street,black,2,0,0,2,0,0,0,1
1102,1102,low,casual,outerwear,trench,official,grey,2,0,1,1,0,0,0,0
1103,1103,medium,casual,bottom,jeans,casual,khaki,2,0,0,3,0,0,1,1
1104,1104,low,party,bottom,sweatpants,outdoor,white,2,0,0,1,0,0,1,0
1105,1105,low,sport,top,cardigan,official,beige,2,0,0,3,0,0,1,0
1106,1106,low,party,bottom,shorts,street,black,1,0,0,4,0,0,1,0
1107,1107,high,party,bottom,trousers,official,navy,2,0,0,2,1,0,1,1
1108,1108,low,outdoor,top,tank_top,street,black,1,0,0,4,0,1,1,0
1109,1109,high,party,top,hoodie,sport,multicolor,2,0,0,1,0,0,1,1
1110,1110,low,outdoor,outerwear,coat,official,black,4,1,1,2,0,0,1,0
1111,1111,high,party,top,cardigan,casual,grey,1,0,0,2,0,0,0,1
1112,1112,medium,street,bottom,skirt,official,brown,2,0,0,4,0,0,0,0
1113,1113,high,street,top,longsleeve,street,brown,1,0,0,4,1,0,1,0
1114,1114,medium,casual,bottom,skirt,casual,green,1,0,0,4,0,0,0,0
1115,1115,medium,official,top,tank_top,casual,grey,1,0,0,3,1,0,0,0
1116,1116,low,party,top,cardigan,casual,grey,1,0,0,4,0,0,1,0
1117,1117,high,sport,bottom,shorts,sport,white,1,0,0,4,0,0,1,0
1118,1118,low,official,outerwear,bomber,casual,blue,2,1,0,1,0,0,1,0
1119,1119,low,party,bottom,skirt,official,beige,2,0,0,4,0,1,1,0
1120,1120,low,official,top,hoodie,outdoor,khaki,2,0,0,2,0,0,0,1
1121,1121,high,casual,top,longsleeve,sport,navy,2,0,0,2,0,0,1,1
1122,1122,medium,casual,bottom,trousers,party,purple,2,0,0,4,0,1,1,0
1123,1123,medium,sport,outerwear,trench,casual,white,2,0,0,3,0,1,0,0
1124,1124,high,casual,bottom,trousers,casual,white,2,0,0,1,0,0,1,1
1125,1125,high,outdoor,bottom,skirt,party,red,1,0,0,2,0,0,0,0
1126,1126,high,outdoor,bottom,joggers,street,yellow,2,0,0,1,0,0,1,1
1127,1127,high,street,top,dress,official,black,1,0,0,1,0,0,1,1
1128,1128,high,outdoor,bottom,skirt,official,white,1,0,0,4,0,1,0,0
1129,1129,low,outdoor,bottom,trousers,casual,green,2,0,0,4,0,0,1,0
1130,1130,medium,party,outerwear,biker_jacket,street,brown,2,0,1,3,0,1,0,0
1131,1131,low,official,outerwear,puffer,street,white,4,0,1,4,0,0,0,1
1132,1132,high,outdoor,outerwear,biker_jacket,street,black,2,0,0,3,0,0,0,1
1133,1133,high,street,bottom,trousers,party,black,1,0,0,2,1,0,1,0
1134,1134,low,street,outerwear,windbreaker,outdoor,khaki,1,1,1,1,0,0,0,0
1135,1135,medium,casual,top,turtleneck,casual,black,2,0,0,3,0,0,1,1
1136,1136,high,party,bottom,joggers,sport,blue,2,0,0,1,1,0,0,0
1137,1137,low,party,outerwear,puffer,street,white,4,1,1,2,0,0,0,0
1138,1138,medium,street,top,longsleeve,street,white,2,0,0,3,1,0,1,1
1139,1139,high,outdoor,top,blazer,official,blue,2,0,0,2,1,0,0,0
1140,1140,high,casual,outerwear,windbreaker,sport,beige,2,1,1,3,0,0,1,1
1141,1141,medium,sport,top,dress,party,brown,1,0,0,2,0,0,1,0
1142,1142,high,casual,bottom,sweatpants,sport,yellow,2,0,0,2,0,0,1,1
1143,1143,low,casual,bottom,jeans,street,green,2,0,0,2,1,0,0,1
1144,1144,low,street,outerwear,coat,official,brown,3,1,0,1,0,0,0,0
1145,1145,low,party,top,shirt,casual,white,1,0,0,2,0,0,0,1
1146,1146,low,outdoor,bottom,shorts,casual,blue,1,0,0,2,0,0,1,0
1147,1147,high,sport,top,zip_hoodie,outdoor,blue,2,0,0,4,0,0,1,0
1148,1148,low,party,top,turtleneck,official,multicolor,2,0,0,1,1,0,0,0
1149,1149,medium,street,top,cardigan,casual,black,1,0,0,2,1,0,0,1
1150,1150,high,casual,outerwear,puffer,casual,navy,4,0,1,3,0,1,0,1
1151,1151,high,outdoor,bottom,jeans,casual,pink,2,0,0,1,1,0,1,0
1152,1152,high,casual,bottom,shorts,sport,red,1,0,0,3,0,1,0,0
1153,1153,low,party,bottom,joggers,casual,grey,2,0,0,3,0,0,1,1
1154,1154,medium,sport,top,jumpsuit,party,yellow,1,0,0,2,0,0,0,1
1155,1155,medium,sport,top,dress,official,black,2,0,0,2,0,0,0,1
1156,1156,medium,sport,top,blazer,official,yellow,1,0,0,3,0,1,0,0
1157,1157,high,official,bottom,joggers,street,brown,2,0,0,2,0,0,0,1
1158,1158,medium,sport,top,tshirt,casual,brown,1,0,0,3,0,1,0,0
1159,1159,medium,outdoor,bottom,jeans,casual,multicolor,2,0,0,4,0,0,0,0
1160,1160,low,official,top,bodysuit,casual,blue,1,0,0,2,1,0,1,1
1161,1161,medium,official,top,jumpsuit,casual,brown,2,0,0,3,0,0,0,1
1162,1162,medium,sport,bottom,joggers,sport,beige,2,0,0,4,0,1,0,0
1163,1163,high,sport,bottom,skirt,casual,white,1,0,0,3,0,1,0,0
1164,1164,low,street,outerwear,puffer,street,khaki,3,0,1,3,0,1,0,1
1165,1165,low,party,top,tshirt,sport,yellow,1,0,0,3,0,0,0,0
1166,1166,medium,street,bottom,sweatpants,outdoor,beige,2,0,0,3,0,0,0,0
1167,1167,low,street,bottom,trousers,party,blue,2,0,0,4,0,0,0,0
1168,1168,high,street,top,dress,party,purple,2,0,0,3,0,0,1,1
1169,1169,medium,sport,bottom,skirt,casual,brown,1,0,0,2,0,0,0,1
1170,1170,medium,official,bottom,shorts,sport,orange,1,0,0,2,1,0,0,0
1171,1171,high,official,bottom,sweatpants,outdoor,blue,2,0,0,4,0,1,1,0
1172,1172,low,party,bottom,jeans,street,black,2,0,0,1,0,0,0,1
1173,1173,medium,sport,top,bodysuit,party,yellow,1,0,0,4,1,0,0,0
1174,1174,low,casual,top,longsleeve,sport,red,1,0,0,2,0,0,0,1
1175,1175,medium,casual,bottom,shorts,sport,yellow,1,0,0,4,0,0,1,0
1176,1176,low,casual,bottom,jeans,street,white,2,0,0,1,0,0,0,1
1177,1177,medium,party,top,dress,party,red,2,0,0,2,0,0,1,1
1178,1178,high,party,top,dress,party,pink,2,0,0,4,0,0,0,0
1179,1179,low,casual,top,shirt,party,yellow,1,0,0,3,1,0,1,0
1180,1180,high,party,bottom,trousers,official,khaki,1,0,0,1,0,0,0,1
1181,1181,low,sport,bottom,jeans,street,yellow,2,0,0,2,1,0,1,1
1182,1182,low,sport,top,turtleneck,casual,orange,2,0,0,1,1,0,0,0
1183,1183,medium,street,top,jumpsuit,party,navy,1,0,0,3,0,0,0,0
1184,1184,high,outdoor,top,blazer,official,grey,1,0,0,4,0,0,0,0
1185,1185,medium,official,top,jumpsuit,casual,grey,2,0,0,3,0,0,0,1
1186,1186,low,street,bottom,sweatpants,outdoor,beige,3,0,0,4,0,1,1,0
1187,1187,high,sport,top,longsleeve,casual,navy,2,0,0,4,0,0,0,0
1188,1188,high,casual,bottom,trousers,party,red,1,0,0,4,0,1,0,0
1189,1189,high,official,bottom,trousers,official,blue,2,0,0,1,1,0,0,1
1190,1190,high,official,top,bodysuit,casual,green,1,0,0,2,0,0,1,1
1191,1191,high,street,bottom,sweatpants,outdoor,multicolor,2,0,0,1,0,0,0,1
1192,1192,high,outdoor,top,zip_hoodie,sport,red,3,0,0,2,0,0,1,1
1193,1193,high,street,bottom,skirt,party,navy,1,0,0,2,0,0,0,1
1194,1194,high,party,bottom,trousers,official,blue,1,0,0,3,0,1,0,0
1195,1195,high,sport,bottom,sweatpants,street,brown,2,0,0,3,0,0,1,1
1196,1196,high,casual,outerwear,jeans_jacket,casual,white,2,0,0,4,0,0,1,0
1197,1197,high,party,bottom,sweatpants,street,beige,2,0,0,4,0,1,0,0
1198,1198,medium,casual,outerwear,jeans_jacket,casual,black,2,0,0,3,1,0,1,1
1199,1199,high,sport,outerwear,coat,official,orange,3,0,1,3,0,0,1,1
1200,1200,high,sport,outerwear,coat,official,beige,4,0,0,2,0,0,0,0
1201,1201,low,street,top,hoodie,casual,beige,3,0,0,1,0,0,0,0
1202,1202,low,party,bottom,shorts,casual,blue,1,0,0,4,1,0,0,0
1203,1203,medium,outdoor,top,shirt,party,blue,1,0,0,1,0,0,0,0
1204,1204,medium,party,top,dress,official,grey,1,0,0,1,0,0,0,1
1205,1205,medium,outdoor,outerwear,biker_jacket,street,grey,2,0,1,2,0,0,0,1
1206,1206,high,official,outerwear,windbreaker,street,navy,1,1,1,3,1,0,0,0
1207,1207,medium,street,outerwear,puffer,street,pink,3,1,1,2,1,0,0,1
1208,1208,low,sport,outerwear,coat,official,white,4,1,1,4,1,0,0,0
1209,1209,high,official,bottom,sweatpants,street,multicolor,2,0,0,3,0,0,0,0
1210,1210,medium,outdoor,bottom,trousers,official,brown,2,0,0,2,0,0,1,1
1211,1211,medium,sport,top,tank_top,street,grey,1,0,0,3,0,1,0,0
1212,1212,low,casual,top,tank_top,party,purple,1,0,0,3,0,0,0,0
1213,1213,medium,outdoor,top,zip_hoodie,casual,black,3,0,0,2,0,0,1,1
1214,1214,medium,casual,top,longsleeve,sport,orange,2,0,0,2,0,0,1,1
1215,1215,low,party,bottom,skirt,party,orange,2,0,0,2,0,0,1,1
1216,1216,medium,casual,top,tshirt,sport,yellow,1,0,0,3,0,0,1,0
1217,1217,low,casual,bottom,joggers,street,red,2,0,0,3,0,0,0,1
1218,1218,low,sport,outerwear,puffer,street,white,4,1,1,1,1,0,0,0
1219,1219,low,outdoor,top,bodysuit,party,grey,1,0,0,4,0,0,1,0
1220,1220,medium,official,top,jumpsuit,street,white,2,0,0,2,1,0,0,0
1221,1221,low,street,bottom,trousers,party,red,1,0,0,2,1,0,0,1
1222,1222,high,outdoor,top,bodysuit,party,brown,1,0,0,3,0,0,0,0
1223,1223,medium,official,top,bodysuit,party,red,1,0,0,4,0,0,0,0
1224,1224,high,casual,bottom,sweatpants,outdoor,brown,3,0,0,4,0,1,0,0
1225,1225,medium,official,top,turtleneck,official,beige,2,0,0,2,0,0,0,1
1226,1226,medium,casual,outerwear,jeans_jacket,casual,black,2,0,0,1,1,0,1,0
1227,1227,low,party,bottom,shorts,sport,green,1,0,0,1,0,0,1,0
1228,1228,medium,street,top,jumpsuit,casual,multicolor,1,0,0,2,1,0,1,1
1229,1229,low,street,top,dress,casual,black,1,0,0,1,0,0,0,1
1230,1230,high,street,bottom,joggers,street,pink,2,0,0,2,0,0,1,1
1231,1231,high,outdoor,outerwear,bomber,party,yellow,2,1,0,1,0,0,0,0
1232,1232,medium,casual,top,blazer,party,black,1,0,0,3,0,1,1,0
1233,1233,medium,party,top,hoodie,street,orange,3,0,0,2,0,0,0,1
1234,1234,high,official,top,bodysuit,casual,beige,1,0,0,1,0,0,0,1
1235,1235,high,official,bottom,joggers,casual,black,2,0,0,3,0,0,0,1
1236,1236,high,outdoor,outerwear,puffer,casual,grey,3,1,1,3,0,0,0,0
1237,1237,high,party,bottom,trousers,party,navy,1,0,0,1,1,0,1,1
1238,1238,medium,party,top,longsleeve,sport,orange,2,0,0,2,0,0,1,1
1239,1239,low,official,outerwear,bomber,party,multicolor,2,0,0,4,1,0,1,0
1240,1240,high,street,outerwear,biker_jacket,party,brown,2,0,1,1,0,0,0,1
1241,1241,low,sport,outerwear,biker_jacket,casual,khaki,2,0,1,4,0,1,0,0
